"placa","h_perm_front","anoModelo","categoria","cor","dataEmissaoCrv","descricaoTipoDocumentoProprietario","marcaModelo","municipioEmplacamento","tipo","ufEmplacamento","descricao","ilicito"
"veiculo01",2.227,2021,"ALUGUEL","AZUL",1631070000000,"CNPJ","SCANIA/R450 A6X2","FOZ DO IGUACU","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo02",1.723,2008,"PARTICULAR","VERMELHA",1712286000000,"CPF","GM/CELTA 2P LIFE","BRASILIA","AUTOMOVEL","DF","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo03",22.702,2005,"PARTICULAR","PRATA",1517968800000,"CPF","GM/CELTA 4P LIFE","BRUSQUE","AUTOMOVEL","SC","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo04",13.781,2015,"ALUGUEL","BRANCA",1417053600000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo05",4.937,2016,"ALUGUEL","BRANCA",1452736800000,"CNPJ","VOLVO/MPOLO PARADISO LD","PONTA GROSSA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo06",21.229,2010,"PARTICULAR","PRATA",1637290800000,"CPF","GM/CELTA 4P SPIRIT","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo07",5.819,2015,"ALUGUEL","PRATA",1449453600000,"CNPJ","MBENZ/MPOLO PARADISO LD","LONDRINA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo08",22.252,2021,"PARTICULAR","BRANCA",1646794800000,"CPF","I/VW AMAROK V6 HIGH AD4","RANCHARIA","CAMINHONETE","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo09",19.373,2022,"PARTICULAR","CINZA",1712199600000,"CPF","FIAT/TORO FREED TURB AT6","ITUMBIARA","CAMINHONETE","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo10",6.301,1998,"PARTICULAR","BRANCA",1609729200000,"CPF","VW/GOL 16V","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo11",2.267,2007,"PARTICULAR","PRATA",1614913200000,"CPF","I/FORD FUSION","IBAITI","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo12",18.771,2001,"PARTICULAR","BRANCA",1640660400000,"CPF","RENAULT/SCENIC RXE 2.0","LONDRINA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo13",9.475,2000,"ALUGUEL","CINZA",1526612400000,"CNPJ","SCANIA/MPOLO PARAD GVLDR","MARAU","ONIBUS","RS","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo14",10.028,2023,"ALUGUEL","PRETA",1670986800000,"CNPJ","SCANIA/COMIL CAMPIONE DD","CAMPO MOURAO","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo15",26.776,2014,"PARTICULAR","PRATA",1650596400000,"CPF","I/LIFAN X60 1.8L VVT","FOZ DO IGUACU","CAMIONETA","PR","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo16",8.241,2015,"ALUGUEL","BRANCA",1418004000000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo17",6.559,1988,"ALUGUEL","BRANCA",1212980400000,"CNPJ","SCANIA/K112 CL","SAO PAULO","ONIBUS","SP","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo18",169.966,1996,"PARTICULAR","PRATA",1243220400000,"CPF","GM/VECTRA GLS","UMUARAMA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo19",11.889,2023,"PARTICULAR","AZUL",1727838000000,"CNPJ","HYUNDAI/HB20 10M COMFORT","FRAIBURGO","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo20",6.226,2022,"PARTICULAR","BRANCA",1660878000000,"CNPJ","I/FIAT CRONOS DRIVE 1.3","BELO HORIZONTE","AUTOMOVEL","MG","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo21",8.745,2023,"PARTICULAR","PRETA",1680490800000,"CNPJ","VW/T CROSS CL TSI","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo22",7.637,2006,"PARTICULAR","PRETA",1723690800000,"CPF","FIAT/PALIO ELX FLEX","SANTA CRUZ DO RIO PARDO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo23",6.921,2008,"ALUGUEL","PRATA",1710730800000,"CNPJ","VOLVO/MPOLO PARADISO LDR","GENTIL","ONIBUS","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo24",29.718,2007,"ALUGUEL","BRANCA",1710126000000,"CPF","VOLVO/MPOLO PARADISO LDR","SANTA RITA DO ITUETO","ONIBUS","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo25",2.804,2009,"PARTICULAR","BRANCA",1447120800000,"CPF","FIAT/PALIO FIRE FLEX","TEUTONIA","AUTOMOVEL","RS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo26",7.013,2022,"PARTICULAR","BRANCA",1640833200000,"CNPJ","RENAULT/LOGAN ZEN10MT","PALHOCA","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo27",4.848,2017,"ALUGUEL","FANTASIA",1720494000000,"CNPJ","VOLVO/COMIL CAMPIONE DD","CAMPO MOURAO","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo28",17.134,2019,"PARTICULAR","AZUL",1640833200000,"CNPJ","JEEP/COMPASS LIMITED D","SAO JOSE","UTILITARIO","SC","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo29",41.791,2012,"PARTICULAR","PRETA",1582772400000,"CPF","CHEVROLET/CELTA 1.0L LS","CURITIBA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo30",0.876,2024,"PARTICULAR","CINZA",1699498800000,"CNPJ","VW/NIVUS HL TSI","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo31",10.175,2003,"PARTICULAR","PRETA",1474945200000,"CPF","I/FORD FOCUS 2.0L FC","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo32",7.158,1997,"PARTICULAR","PRETA",1515549600000,"CPF","GM/CORSA GL W","UBIRATA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo33",13.561,2023,"PARTICULAR","PRATA",1724900400000,"CPF","CHEV/ONIX PLUS 10MT LT2","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo34",34.833,2009,"ALUGUEL","BRANCA",1639537200000,"CPF","M.BENZ/1718","COLOMBO","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo35",88.043,2018,"PARTICULAR","BRANCA",1707188400000,"CPF","CHEV/PRISMA 10MT JOYE","PINHAIS","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo36",24.228,1999,"PARTICULAR","VERDE",1337828400000,"CPF","RENAULT/SCENIC RT 2.0","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo37",23.722,2023,"PARTICULAR","CINZA",1706756400000,"CPF","JEEP/RENEGADE LGTD T270","MARINGA","CAMIONETA","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo38",30.083,1997,"PARTICULAR","PRATA",1671591600000,"CPF","GM/OMEGA GLS","PRINCESA","AUTOMOVEL","SC","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo39",41.12,1997,"PARTICULAR","VERDE",1414029600000,"CPF","GM/CORSA WIND","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo40",169.966,1996,"PARTICULAR","PRATA",1243220400000,"CPF","GM/VECTRA GLS","UMUARAMA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo41",87.927,2014,"PARTICULAR","PRETA",1654657200000,"CPF","FIAT/STRADA ADVENTURE CD","DOURADOS","CAMINHONETE","MS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo42",21.833,2009,"PARTICULAR","PRATA",1720062000000,"CPF","CITROEN/PICASSO II16GLXF","TUPANCIRETA","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo43",2.907,2020,"PARTICULAR","PRATA",1698116400000,"CPF","CHEV/ONIX PLUS 10TAT PR1","UMUARAMA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo44",51.014,2013,"PARTICULAR","PRETA",1654570800000,"CPF","I/RENAULT SYMBOL PR1616V","GOIATUBA","AUTOMOVEL","GO","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo45",55.801,2021,"PARTICULAR","BRANCA",1633489200000,"CPF","HONDA/CIVIC TOURING CVT","SANTA LUZIA DO PARA","AUTOMOVEL","PA","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo46",5.272,2020,"PARTICULAR","PRATA",1640833200000,"CPF","JEEP/RENEGADE LNGTD AT","TORRES","CAMIONETA","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo47",18.81,2008,"ALUGUEL","BRANCA",1399431600000,"CNPJ","IVECO/STRALISHD 570S38TN","VARZEA GRANDE","CAMINHAO TRATOR","MT","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo48",8.019,2022,"PARTICULAR","PRATA",1698375600000,"CPF","I/FIAT CRONOS DRIVE 1.3","MARINGA","AUTOMOVEL","PR","Veículo com indicador de Recall ativo no sistema DENATRAN BASE 24h/7d!",1
"veiculo49",2.871,2007,"PARTICULAR","PRATA",1689908400000,"CPF","VW/GOL 1.0","PARANAPOEMA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo50",9.304,2015,"PARTICULAR","VERMELHA",1653966000000,"CPF","RENAULT/LOGAN EXPR 16 M","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo51",19.233,2010,"PARTICULAR","VERMELHA",1720666800000,"CNPJ","FIAT/PUNTO 1.4","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo52",16.836,2000,"PARTICULAR","CINZA",1630378800000,"CPF","I/PEUGEOT 206 RALLYE","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo53",37.758,2009,"PARTICULAR","CINZA",1600830000000,"CPF","RENAULT/SCENIC EXP 1616V","ASSIS CHATEAUBRIAND","AUTOMOVEL","PR","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo54",2.789,2023,"PARTICULAR","PRETA",1720666800000,"CPF","I/FIAT CRONOS DRIVE 1.0","PORTO ALEGRE","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo55",8.446,2001,"PARTICULAR","CINZA",1607914800000,"CPF","FIAT/BRAVA SX","PARAISO DO NORTE","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo56",6.193,2017,"ALUGUEL","FANTASIA",1719025200000,"CNPJ","SCANIA/BUSSCAR VBUSS DD","SAO PAULO","ONIBUS","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo57",13.165,2015,"PARTICULAR","PRATA",1708916400000,"CPF","MMC/L200 TRITON 2.4 GL","DELFINOPOLIS","CAMINHONETE","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo58",2.167,1995,"PARTICULAR","VERMELHA",1389232800000,"CPF","FIAT/UNO ELECTRONIC","PRESIDENTE PRUDENTE","AUTOMOVEL","SP","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo59",2.984,2010,"PARTICULAR","BRANCA",1681268400000,"CPF","FIAT/DOBLO 1.4","MARINGA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo60",6.805,1999,"PARTICULAR","PRATA",1694574000000,"CPF","VW/GOL GL 1.8 MI","PRESIDENTE EPITACIO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo61",2.865,2015,"PARTICULAR","PRATA",1620961200000,"CPF","FORD/KA SE 1.5 SD","CASCAVEL","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo62",3.8,2012,"PARTICULAR","CINZA",1667962800000,"CNPJ","CHEVROLET/CLASSIC LS","SAO PAULO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo63",2.933,2001,"PARTICULAR","VERDE",1674097200000,"CPF","FORD/FIESTA GL CLASS","LARANJEIRAS DO SUL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo64",20.889,1999,"PARTICULAR","VERMELHA",1604458800000,"CPF","IMP/VW POLO CLAS. 1.8 MI","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo65",88.474,2009,"ALUGUEL","PRATA",1352426400000,"CNPJ","SR/RANDON SR CA","SANTA TEREZINHA DE ITAIPU","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo66",1.823,2008,"PARTICULAR","PRETA",1701140400000,"CNPJ","I/PEUGEOT 307 16 PR PK","CURITIBA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo67",8.282,2014,"ALUGUEL","BRANCA",1414634400000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo68",11.073,2004,"PARTICULAR","VERMELHA",1718938800000,"CPF","RENAULT/CLIO AUT 10 16VS","SAO JOSE DOS PINHAIS","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo69",57.666,2019,"PARTICULAR","PRETA",1660532400000,"CPF","CHEVROLET/S10 MID DD4A","TIMBO","CAMINHONETE","SC","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo70",11.669,2017,"ALUGUEL","BRANCA",1504494000000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo71",4.771,1996,"PARTICULAR","BRANCA",1649905200000,"CPF","FIAT/UNO CS IE","SANTA TEREZINHA DE ITAIPU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo72",18.67,1994,"PARTICULAR","VERMELHA",1306378800000,"CPF","GM/KADETT GL","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo73",6.947,2020,"ALUGUEL","CINZA",1572404400000,"CNPJ","MBENZ/MPOLO PARADISO DD","PONTA GROSSA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo74",7.968,2011,"PARTICULAR","PRETA",1692154800000,"CPF","FIAT/PUNTO ESSENCE 1.6","MARINGA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo75",28.886,2023,"ALUGUEL","PRETA",1689562800000,"CNPJ","SR/NOMA CARR ABERTA 4E","SAO MIGUEL D'OESTE","SEMI-REBOQUE","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo76",1.628,2023,"PARTICULAR","BRANCA",1714705200000,"CPF","VW/GOL MPI","SAO JOSE","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo77",3.914,1999,"PARTICULAR","PRATA",1705633200000,"CPF","IMP/VW POLO CLAS. 1.8 MI","LONDRINA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo78",43.516,2010,"PARTICULAR","VERMELHA",1692846000000,"CPF","GM/MONTANA CONQUEST","LONDRINA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo79",1.958,2001,"PARTICULAR","AZUL",1697425200000,"CNPJ","FIAT/PALIO WEEKEND STILE","ALTONIA","AUTOMOVEL","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo80",20.116,2015,"PARTICULAR","PRATA",1700449200000,"CPF","RENAULT/SANDERO EXPR 10","UMUARAMA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo81",19.233,2010,"PARTICULAR","VERMELHA",1720666800000,"CNPJ","FIAT/PUNTO 1.4","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo82",2.994,2012,"PARTICULAR","PRATA",1643079600000,"CPF","CHEVROLET/PRISMA 1.4L LT","NOVA SANTA BARBARA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo83",18.165,2019,"ALUGUEL","BRANCA",1563850800000,"CNPJ","M.BENZ/AXOR 2036 LS","SANTA CRUZ DO SUL","CAMINHAO TRATOR","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo84",2.894,2012,"PARTICULAR","PRATA",1683687600000,"CPF","FORD/FIESTA SEDAN FLEX","AVARE","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo85",3.121,2021,"PARTICULAR","PRETA",1675220400000,"CPF","FIAT/STRADA FREEDOM 13CS","CAFELANDIA","CAMINHONETE","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo86",24.513,2013,"PARTICULAR","CINZA",1646967600000,"CPF","CHEV/SPIN 1.8L MT LTZ","SAO PAULO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo87",7.298,2011,"PARTICULAR","PRATA",1684897200000,"CPF","VW/VOYAGE 1.0","SAO JOSE DO RIO PRETO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo88",1.886,2008,"ALUGUEL","BRANCA",1223175600000,"CPF","SR/GUERRA AG GR","GETULIO VARGAS","SEMI-REBOQUE","RS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo89",21.939,2013,"PARTICULAR","BRANCA",1337310000000,"CNPJ","VW/GOL 1.0 GIV","PORTO ALEGRE","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo90",5.025,2018,"PARTICULAR","BRANCA",1621825200000,"CPF","VW/FOX CONNECT MB","TIJUCAS","AUTOMOVEL","SC","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo91",6.051,2007,"PARTICULAR","PRATA",1725850800000,"CPF","FORD/FIESTA SEDAN1.6FLEX","ALECRIM","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo92",14.219,2013,"PARTICULAR","PRATA",1727146800000,"CPF","I/HYUNDAI ELANTRA GLS","JOINVILLE","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo93",18.413,2009,"PARTICULAR","PRETA",1671418800000,"CNPJ","RENAULT/SANDERO EXP1016V","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo94",1.879,1995,"PARTICULAR","BEGE",1446688800000,"CPF","VW/QUANTUM CL 1800 I","MARECHAL CANDIDO RONDON","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo95",1.756,1999,"PARTICULAR","PRATA",1652065200000,"CPF","VW/GOL 16V","LARANJEIRAS DO SUL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo96",4.363,2008,"PARTICULAR","PRETA",1691722800000,"CPF","RENAULT/SCENIC EXP 1616V","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo97",47.861,2024,"PARTICULAR","PRATA",1683774000000,"CNPJ","CHEV/ONIX 10MT LT2","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo98",13.865,2022,"PARTICULAR","PRATA",1663642800000,"CNPJ","JEEP/COMPASS LONG TF","BELO HORIZONTE","CAMIONETA","MG","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo99",22.983,2010,"PARTICULAR","PRETA",1644462000000,"CPF","GM/VECTRA SD EXPRESSION","CASTRO","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo100",2.684,2021,"PARTICULAR","BRANCA",1680058800000,"CPF","RENAULT/LOGAN ZEN16MT","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo101",1.662,2003,"PARTICULAR","PRATA",1724900400000,"CPF","GM/CORSA CLASSIC","ALTONIA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo102",7.289,2008,"PARTICULAR","PRATA",1571108400000,"CPF","GM/PRISMA JOY","SAO JOSE DO RIO PRETO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo103",1.579,1995,"PARTICULAR","VERMELHA",1594868400000,"CPF","VW/POINTER GLI 1.8","MARINGA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo104",8.451,2012,"PARTICULAR","PRETA",1627527600000,"CPF","I/FORD EDGE V6","SAO PAULO","CAMIONETA","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo105",46.066,2008,"PARTICULAR","PRETA",1700449200000,"CPF","VW/FOX 1.0","SANTA TEREZA DO OESTE","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo106",3.618,2023,"PARTICULAR","BRANCA",1727146800000,"CPF","VW/T CROSS TSI","PORTO ALEGRE","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo107",20.393,2020,"ALUGUEL","BRANCA",1573009200000,"CNPJ","SCANIA/BUSSCAR VBUSS R","PONTA GROSSA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo108",2.755,2022,"ALUGUEL","BRANCA",1637118000000,"CNPJ","VW/24.280 CRM 6X2","SAO PAULO","CAMINHAO","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo109",11.578,2019,"PARTICULAR","PRETA",1724641200000,"CPF","I/TOYOTA HILUX SWSRXA4FD","ARACAJU","UTILITARIO","SE","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo110",23.974,2014,"PARTICULAR","PRETA",1639969200000,"CPF","I/JAC J5","CAMPINA DAS MISSOES","AUTOMOVEL","RS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo111",15.417,2011,"PARTICULAR","PRATA",1485741600000,"CPF","VW/GOL 1.0 GIV","PONTA GROSSA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo112",2.854,2015,"PARTICULAR","BRANCA",1725246000000,"CPF","CHEV/PRISMA 1.0MT ADV","CURITIBA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo113",2.054,2001,"PARTICULAR","CINZA",1714446000000,"CPF","FIAT/PALIO YOUNG","MUNDO NOVO","AUTOMOVEL","MS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo114",6.354,2012,"PARTICULAR","CINZA",1694401200000,"CPF","CHEVROLET/MONTANA LS","UBIRATA","CAMINHONETE","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo115",2.978,2018,"ALUGUEL","BRANCA",1686020400000,"CNPJ","MBENZ/MPOLO PARADISO DD","SANTA MARIA","ONIBUS","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo116",20.513,2018,"PARTICULAR","BRANCA",1690858800000,"CPF","VW/NOVO GOL TL MCV","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo117",0.703,2015,"PARTICULAR","BRANCA",1661742000000,"CPF","FORD/FIESTA HA 1.5L S","CASCAVEL","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo118",3.472,1994,"ALUGUEL","BRANCA",1567393200000,"CNPJ","M.BENZ/O 400 RSD PL","CRUZ ALTA","ONIBUS","RS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo119",51.57,2000,"ALUGUEL","BRANCA",1648436400000,"CNPJ","SCANIA/R124 GA6X4NZ 420","SINOP","CAMINHAO TRATOR","MT","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo120",62.792,2009,"PARTICULAR","PRETA",1723431600000,"CNPJ","PEUGEOT/207HB XR","SAO PAULO","AUTOMOVEL","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo121",1.879,1995,"PARTICULAR","BEGE",1446688800000,"CPF","VW/QUANTUM CL 1800 I","MARECHAL CANDIDO RONDON","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo122",130.929,2008,"PARTICULAR","PRATA",1482804000000,"CPF","VW/POLO 1.6","ARARUNA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
