"placa","h_perm_front","anoModelo","categoria","cor","dataEmissaoCrv","descricaoTipoDocumentoProprietario","marcaModelo","municipioEmplacamento","tipo","ufEmplacamento","descricao","ilicito"
"veiculo455",91.333,2022,"ALUGUEL","BRANCA",1639537200000,"CNPJ","M.BENZ/ACCELO 1316 CE","GUAPORE","CAMINHAO","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo456",25.979,2011,"ALUGUEL","AZUL",1461553200000,"CPF","M.BENZ/ATEGO 2425","PALOTINA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo457",27.197,2009,"ALUGUEL","BRANCA",1615518000000,"CPF","SCANIA/G 380 A4X2","GUAIRA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo458",3.925,2020,"PARTICULAR","PRETA",1724036400000,"CPF","JEEP/RENEGADE 1.8 AT","CAMPINA DA LAGOA","CAMIONETA","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo459",39.747,2014,"ALUGUEL","PRETA",1714359600000,"CPF","SR/RANDON SR CA","CASCAVEL","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo460",1.409,2008,"ALUGUEL","VERMELHA",1649127600000,"CNPJ","SCANIA/R 420 A6X2","GUAIRA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo461",7.995,2011,"ALUGUEL","BRANCA",1523502000000,"CPF","VOLVO/FH 440 6X2T","LARANJAL","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo462",1.954,2003,"PARTICULAR","BEGE",1654052400000,"CPF","RENAULT/CLIO PRI 10 16VS","SAO FRANCISCO DO SUL","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo463",1.355,2018,"OFICIAL","AZUL",1534906800000,"CNPJ","CHEV/TRAILBLAZER LT D4A","CURITIBA","UTILITARIO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo464",6.382,2008,"PARTICULAR","BRANCA",1447293600000,"CPF","I/TOYOTA HILUX CD4X4 SRV","CAMBE","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo465",15.971,2011,"PARTICULAR","PRATA",1705633200000,"CNPJ","HONDA/FIT EX FLEX","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo466",64.506,2021,"ALUGUEL","PRETA",1689562800000,"CPF","SR/FACCHINI SRF LO","FOZ DO IGUACU","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo467",12.076,2021,"PARTICULAR","BRANCA",1698980400000,"CNPJ","FIAT/DOBLO ESSENCE 7L E","MARINGA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo468",13.705,2023,"PARTICULAR","PRETA",1678330800000,"CPF","TOYOTA/COROLLA XEI 20","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo469",42.859,2022,"PARTICULAR","PRATA",1640055600000,"CNPJ","I/TOYOTA HILUX CDSRXA4FD","SARANDI","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo470",1.612,2015,"PARTICULAR","PRATA",1616036400000,"CPF","VW/VOYAGE EVIDENCE MB","GUAIRA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo471",14.921,2024,"PARTICULAR","PRATA",1703127600000,"CNPJ","RENAULT/DUSTER INTP CVT","SAO PAULO","CAMIONETA","SP","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",0
"veiculo472",185.361,2024,"PARTICULAR","PRATA",1690426800000,"CNPJ","CHEV/SPIN 18L AT PREMIER","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo473",3.643,2018,"PARTICULAR","BRANCA",1682305200000,"CPF","VW/UP CROSS MDV","APUCARANA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo474",6.531,2011,"PARTICULAR","PRATA",1636513200000,"CPF","I/FORD FOCUS 2L FC FLEX","JUSSARA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo475",7.834,2018,"PARTICULAR","CINZA",1620183600000,"CPF","JEEP/COMPASS LIMITED D","NOVA SERRANA","UTILITARIO","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo476",3.524,2024,"PARTICULAR","BRANCA",1697511600000,"CNPJ","CHEV/ONIX PLUS 10TAT LTZ","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo477",158.846,2020,"ALUGUEL","BRANCA",1724900400000,"CNPJ","VOLVO/VM 270 6X2R","CURITIBA","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo478",34.381,2013,"PARTICULAR","PRETA",1355882400000,"CPF","TOYOTA/COROLLA XRS FLEX","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo479",4.223,2009,"PARTICULAR","BRANCA",1689649200000,"CNPJ","VW/SAVEIRO 1.6","APUCARANA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo480",1.866,2023,"PARTICULAR","CINZA",1723777200000,"CPF","I/VW AMAROK V6 HIGH","SANTA TEREZA DO OESTE","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo481",14.053,2016,"PARTICULAR","BRANCA",1707102000000,"CNPJ","RENAULT/DUSTER 20 D 4X2A","GUARAPUAVA","CAMIONETA","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",0
"veiculo482",2.654,2024,"PARTICULAR","PRETA",1711594800000,"CPF","CHEVROLET/S10 LTZ DD4A","APUCARANA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo483",4.31,2010,"PARTICULAR","PRETA",1679022000000,"CPF","I/TOYOTA HILUX CD4X4 SRV","ALTO PARANA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo484",4.939,2022,"PARTICULAR","BRANCA",1625799600000,"CPF","TOYOTA/COROLLA GRS","CORBELIA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo485",5.796,1995,"ALUGUEL","BRANCA",1724727600000,"CNPJ","VOLVO/B10M 6X2","CURITIBA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo486",5.818,2018,"PARTICULAR","VERMELHA",1659063600000,"CPF","HONDA/NC 750X","APUCARANA","MOTOCICLETA","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo487",62.016,2021,"PARTICULAR","PRATA",1606273200000,"CPF","HYUNDAI/HB20 16A VISION","ALTO PARANA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo488",18.787,2013,"ALUGUEL","BRANCA",1683860400000,"CNPJ","VOLVO/FH 460 6X4T","LOANDA","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo489",17.788,2024,"ALUGUEL","PRETA",1701745200000,"CNPJ","SR/RANDON SR CA 1ED3E","LOANDA","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo490",26.252,2011,"PARTICULAR","PRATA",1623985200000,"CNPJ","I/CITROEN C4 16GLX5P F","ARAPONGAS","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo491",84.831,2008,"ALUGUEL","PRETA",1698289200000,"CPF","SR/NOMA SR2E18RT2 CG","UMUARAMA","SEMI-REBOQUE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo492",10.526,2019,"PARTICULAR","PRETA",1661828400000,"CPF","I/KIA SPORTAGE LX2 FFG3","SAO VICENTE","CAMIONETA","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo493",84.653,2022,"ALUGUEL","AZUL",1639623600000,"CNPJ","SCANIA/R500 A6X2","ITABERA","CAMINHAO TRATOR","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo494",4.31,2010,"PARTICULAR","PRETA",1679022000000,"CPF","I/TOYOTA HILUX CD4X4 SRV","ALTO PARANA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo495",4.939,2022,"PARTICULAR","BRANCA",1625799600000,"CPF","TOYOTA/COROLLA GRS","CORBELIA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo496",20.361,2023,"PARTICULAR","CINZA",1689044400000,"CNPJ","FIAT/STRADA RANCH AT","IVAIPORA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",0
"veiculo497",46.611,2014,"ALUGUEL","PRETA",1695610800000,"CNPJ","MBENZ/MPOLO PARADISO R","OSASCO","ONIBUS","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo498",5.214,2023,"PARTICULAR","PRETA",1724295600000,"CPF","HYUNDAI/HB20 10M SENSE","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo499",0.524,1994,"PARTICULAR","PRATA",1631847600000,"CPF","FORD/VERSAILLES 2.0 GL","RIBEIRAO PRETO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo500",16.836,2000,"PARTICULAR","CINZA",1630378800000,"CPF","I/PEUGEOT 206 RALLYE","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo501",13.274,2010,"PARTICULAR","CINZA",1644289200000,"CPF","HONDA/CITY LX FLEX","ILHOTA","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo502",3.488,2009,"PARTICULAR","PRETA",1659063600000,"CPF","GM/S10 EXECUTIVE D","PALHOCA","CAMINHONETE","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo503",51.759,2018,"PARTICULAR","CINZA",1612494000000,"CPF","RENAULT/LOGAN EXP 16RSCE","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo504",36,2020,"PARTICULAR","VERMELHA",1701226800000,"CPF","VW/SAVEIRO CD CROSS MA","GUARATUBA","CAMINHONETE","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo505",4.151,2014,"ALUGUEL","VERMELHA",1721012400000,"CNPJ","SCANIA/P 360 A4X2","CAMBUI","CAMINHAO TRATOR","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo506",6.575,1994,"ALUGUEL","BRANCA",1670382000000,"CPF","M.BENZ/O 371 RSD","NOVO HAMBURGO","ONIBUS","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo507",7.595,2004,"ALUGUEL","BRANCA",1675911600000,"CNPJ","SCANIA/MPOLO PARADISO R","NAO-ME-TOQUE","ONIBUS","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo508",2.221,1994,"PARTICULAR","VERMELHA",1631847600000,"CPF","FIAT/UNO ELECTRONIC","CANTAGALO","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo509",84.335,2005,"PARTICULAR","VERMELHA",1649646000000,"CPF","PEUGEOT/206 10 SENSAT","CORONEL VIVIDA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo510",9.564,1996,"PARTICULAR","CINZA",1669172400000,"CPF","FIAT/UNO MILLE EP","UMUARAMA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo511",19.34,2021,"PARTICULAR","BRANCA",1718938800000,"CPF","VW/NIVUS HL TSI AD","CAXIAS DO SUL","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo512",13.89,2017,"OFICIAL","VERMELHA",1728270000000,"CNPJ","I/FORD RANGER LTDCD4A32C","CURITIBA","CAMINHONETE","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo513",0.957,2010,"ALUGUEL","BRANCA",1284692400000,"CNPJ","MBENZ/MPOLO VIAGGIO R","UMUARAMA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo514",0.853,2012,"ALUGUEL","AZUL",1667962800000,"CNPJ","M.BENZ/INDUSCAR APACHE U","FOZ DO IGUACU","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo515",55.052,2015,"PARTICULAR","PRATA",1658804400000,"CPF","I/M.BENZ C200","ADAMANTINA","AUTOMOVEL","SP","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo516",48.148,2022,"PARTICULAR","PRETA",1651633200000,"CPF","CHEV/ONIX PLUS 10TAT LTZ","SAO LEOPOLDO","AUTOMOVEL","RS","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo517",20.478,1997,"PARTICULAR","VERDE",1629169200000,"CPF","GM/CORSA SUPER","NOVA SANTA ROSA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo518",26.348,2014,"PARTICULAR","BRANCA",1656644400000,"CPF","PEUGEOT/208 ACTIVE","PORTO RICO","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo519",41.065,2011,"PARTICULAR","BRANCA",1657767600000,"CPF","FIAT/SIENA 1.4 TETRAFUEL","CAMPINAS","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo520",11.603,2014,"ALUGUEL","BRANCA",1413514800000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo521",29.451,2022,"ALUGUEL","CINZA",1639710000000,"CNPJ","MBENZ/MPOLO PARADISO DD","LONDRINA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo522",2.634,2003,"PARTICULAR","PRATA",1519009200000,"CPF","GM/CELTA 5 PORTAS SUPER","CURITIBA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo523",3.312,2007,"PARTICULAR","PRATA",1722308400000,"CNPJ","GM/ASTRA SEDAN ADVANTAGE","ALTONIA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo524",4.491,2013,"PARTICULAR","PRATA",1458702000000,"CPF","VW/VOYAGE 1.6 COMFORTL","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo525",62.283,2009,"PARTICULAR","PRATA",1714964400000,"CPF","FORD/FIESTA SEDAN FLEX","GOIOERE","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo526",1.097,2010,"PARTICULAR","PRATA",1523329200000,"CPF","I/CHERY TIGGO 2.0","SAO MIGUEL DO IGUACU","CAMIONETA","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo527",0.59,2016,"PARTICULAR","PRATA",1674442800000,"CPF","JEEP/RENEGADE SPORT AT D","SAO JOSE DO RIO PRETO","UTILITARIO","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo528",20.117,2000,"PARTICULAR","AZUL",1681354800000,"CPF","VW/GOL 16V","GUAIRA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo529",17.729,2015,"PARTICULAR","BRANCA",1612839600000,"CPF","VW/GOL TL MB S","CURITIBA","AUTOMOVEL","PR","Veículo com indicador de Recall ativo no sistema DENATRAN BASE 24h/7d!",1
"veiculo530",1.628,2023,"PARTICULAR","BRANCA",1714705200000,"CPF","VW/GOL MPI","SAO JOSE","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo531",8.371,2011,"PARTICULAR","PRETA",1296093600000,"CPF","FORD/KA FLEX","CURITIBA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo532",3.024,1998,"PARTICULAR","VERMELHA",1685415600000,"CPF","VW/GOL MI","LARANJEIRAS DO SUL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo533",22.106,2013,"ALUGUEL","BRANCA",1543975200000,"CNPJ","MBENZ/MPOLO PARADISO R","PATO BRANCO","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo534",11.176,2002,"PARTICULAR","AZUL",1727406000000,"CNPJ","GM/CORSA SEDAN","CATUIPE","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo535",20.393,2020,"ALUGUEL","BRANCA",1573009200000,"CNPJ","SCANIA/BUSSCAR VBUSS R","PONTA GROSSA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo536",4.462,2017,"ALUGUEL","BRANCA",1506049200000,"CNPJ","SCANIA/MPOLO PARADISO DD","FLORIANOPOLIS","ONIBUS","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo537",2.011,2019,"PARTICULAR","CINZA",1632970800000,"CPF","I/VW JETTA GLI AG","SAO JOSE DO RIO PRETO","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo538",43.831,2013,"ALUGUEL","CINZA",1592794800000,"CPF","M.BENZ/AXOR 2544 S","FOZ DO IGUACU","CAMINHAO TRATOR","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo539",7.384,2023,"PARTICULAR","PRATA",1665370800000,"CNPJ","CHEV/SPIN 18L AT PREMIER","SAO LUIS DE MONTES BELOS","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo540",1.253,2002,"PARTICULAR","PRETA",1664161200000,"CPF","RENAULT/SCENIC RXE 2.0","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo541",3.404,1995,"PARTICULAR","AZUL",1361415600000,"CPF","GM/VECTRA CD","SANTA TEREZA DO OESTE","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo542",14.378,2017,"PARTICULAR","PRATA",1639537200000,"CPF","FIAT/UNO ATTRACTIVE 1.0E","PALHOCA","AUTOMOVEL","SC","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo543",4.17,2022,"PARTICULAR","PRATA",1711076400000,"CNPJ","HYUNDAI/HB20S 10M VISION","MARINGA","AUTOMOVEL","PR","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo544",20.478,1997,"PARTICULAR","VERDE",1629169200000,"CPF","GM/CORSA SUPER","NOVA SANTA ROSA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo545",20.716,2005,"ALUGUEL","VERMELHA",1687921200000,"CPF","IVECO/EUROTECH 450E37TN1","FOZ DO IGUACU","CAMINHAO TRATOR","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo546",17.432,2015,"PARTICULAR","PRETA",1529463600000,"CNPJ","CHEV/SPIN 1.8L MT LT","ESTEIO","AUTOMOVEL","RS","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo547",1.255,2022,"PARTICULAR","VERMELHA",1710212400000,"CPF","RENAULT/CAPTUR INT13TCVT","ARAXA","AUTOMOVEL","MG","Veículo com indicador de Recall ativo no sistema DENATRAN BASE 24h/7d!",1
"veiculo548",9.564,1996,"PARTICULAR","CINZA",1669172400000,"CPF","FIAT/UNO MILLE EP","UMUARAMA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo549",0.654,2013,"PARTICULAR","BRANCA",1725246000000,"CNPJ","VW/GOL 1.0 GIV","GOIANIA","AUTOMOVEL","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo550",1.574,2014,"PARTICULAR","PRETA",1644980400000,"CPF","VW/NOVO VOYAGE 1.6 CITY","QUATRO BARRAS","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo551",163.068,2018,"OFICIAL","CINZA",1725332400000,"CNPJ","JEEP/COMPASS LIMITED D","CURITIBA","UTILITARIO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo552",1.547,2014,"PARTICULAR","PRATA",1709002800000,"CPF","CHEVROLET/COBALT 1.4 LT","PRESIDENTE PRUDENTE","AUTOMOVEL","SP","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo553",3.668,2016,"PARTICULAR","BRANCA",1675393200000,"CPF","I/RENAULT CLIO EXP1016VH","MEDIANEIRA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo554",6.078,1995,"ALUGUEL","BRANCA",1597028400000,"CNPJ","M.BENZ/O 400 RSD PL","CAXIAS DO SUL","ONIBUS","RS","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo555",27.303,2012,"PARTICULAR","PRATA",1718334000000,"CPF","I/M.BENZ C 180 CGI","PINHALZINHO","AUTOMOVEL","SC","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo556",1.384,2023,"PARTICULAR","CINZA",1720753200000,"CPF","VW/VOYAGE MPI","PRAIA GRANDE","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo557",0.981,2023,"PARTICULAR","BRANCA",1682996400000,"CNPJ","FIAT/ARGO DRIVE 1.0","BELO HORIZONTE","AUTOMOVEL","MG","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo558",4.84,2013,"PARTICULAR","BRANCA",1690858800000,"CPF","FORD/KA FLEX","FOZ DO IGUACU","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo559",4.073,2007,"PARTICULAR","PRATA",1693364400000,"CPF","GM/ASTRA HB 4P ADVANTAGE","TAPEJARA","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo560",55.858,2009,"ALUGUEL","PRATA",1666926000000,"CNPJ","SCANIA/MPOLO PARADIS LDR","FOZ DO IGUACU","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo561",11.334,2013,"PARTICULAR","PRATA",1724036400000,"CPF","RENAULT/SANDERO STW 16HP","ERECHIM","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo562",6.747,2024,"PARTICULAR","BRANCA",1688094000000,"CNPJ","RENAULT/LOGAN ZEN10MT","SAO PAULO","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo563",21.227,2010,"PARTICULAR","BRANCA",1702263600000,"CNPJ","FORD/CARGO 815 E","GOIANIA","CAMINHAO","GO","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo564",18.222,2012,"ALUGUEL","CINZA",1700449200000,"CPF","IVECO/TECTOR 240E25","ASSIS CHATEAUBRIAND","CAMINHAO","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo565",4.136,2011,"PARTICULAR","PRETA",1412132400000,"CPF","VW/GOL 1.0","COLOMBO","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo566",3.668,2009,"PARTICULAR","PRETA",1705546800000,"CPF","I/MMC PAJERO HPE 3.2 D","DOURADOS","UTILITARIO","MS","Veículo comunicação de venda no sistema DENATRAN BASE 24h/7d!",1
"veiculo567",4.273,2013,"ALUGUEL","BRANCA",1533870000000,"CNPJ","SCANIA/MASCA ROMA R","PELOTAS","ONIBUS","RS","Veículo com restrição judicial no sistema DENATRAN BASE 24h/7d!",1
"veiculo568",5.132,2016,"PARTICULAR","PRETA",1700449200000,"CPF","JEEP/RENEGADE LNGTD AT D","COCALZINHO DE GOIAS","UTILITARIO","GO","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo569",21.833,2009,"PARTICULAR","PRATA",1720062000000,"CPF","CITROEN/PICASSO II16GLXF","TUPANCIRETA","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo570",7.773,2008,"ALUGUEL","PRETA",1684206000000,"CNPJ","VOLVO/MPOLO PARADISO LDR","BENTO GONCALVES","ONIBUS","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo571",59.406,2016,"PARTICULAR","PRATA",1698721200000,"CPF","TOYOTA/COROLLA GLI18 CVT","FOZ DO IGUACU","AUTOMOVEL","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo572",2.522,1991,"ALUGUEL","PRATA",1337310000000,"CNPJ","SCANIA/K113 CL","SAO PAULO","ONIBUS","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo573",29.409,2004,"PARTICULAR","PRETA",1557284400000,"CPF","FORD/FIESTA","MEDIANEIRA","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo574",141.158,2002,"PARTICULAR","PRATA",1599188400000,"CPF","VW/GOL 1.0 POWER","VESPASIANO CORREA","AUTOMOVEL","RS","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo575",21.702,2011,"PARTICULAR","CINZA",1578452400000,"CPF","FIAT/UNO WAY 1.0","CASCAVEL","AUTOMOVEL","PR","Veículo com restrição na Receita Federal no sistema DENATRAN BASE 24h/7d!",1
"veiculo576",15.386,2016,"ALUGUEL","CINZA",1455588000000,"CNPJ","VOLVO/MPOLO PARADISO LD","PONTA GROSSA","ONIBUS","PR","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
"veiculo577",8.179,2020,"PARTICULAR","BRANCA",1672714800000,"CPF","RENAULT/LOGAN ZEN16MT","PRESIDENTE PRUDENTE","AUTOMOVEL","SP","Não há restrições para este veículo no DENATRAN BASE 24h/7d.",1
